Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Patrick Gregory,43,Male,7.271146039,131,68,57,50,TRUE,High
Daniel Holland,18,Male,4.77507911,125,91,67,49,TRUE,Low
Dawn Wright,26,Female,1.842832997,82,94,81,81,FALSE,Low
Joanne Sanchez,22,Female,1.922742478,128,71,85,60,TRUE,Low
Richard Brown,31,Female,3.43417266,132,85,56,93,FALSE,Low
Amanda Cole,19,Male,1.608921419,122,43,96,99,FALSE,Low
Janet Gonzalez,27,Female,9.680355738,130,40,58,70,TRUE,High
Nathan Oliver,37,Female,3.319348181,87,58,53,87,TRUE,Low
Joseph Barnes,28,Female,7.501453517,97,41,45,68,TRUE,High
Valerie Jones,45,Female,2.965378392,106,68,100,88,FALSE,Low
Elizabeth Jackson,31,Male,6.422894761,111,69,96,70,TRUE,High
Christopher Oneal,32,Female,5.906929328,135,92,54,65,TRUE,High
David Richardson,37,Female,3.071121187,146,51,67,92,TRUE,Low
Daniel Harris,38,Male,3.854174054,98,70,40,64,FALSE,Low
Samantha Clements,27,Female,5.054475888,100,47,56,76,FALSE,High
Tyrone Hunter,29,Female,4.274726886,143,78,72,55,TRUE,Low
Eric Wright,39,Male,3.276406145,146,53,95,67,FALSE,Low
Candice Moore,28,Male,5.769811738,147,70,48,48,FALSE,High
Francisco Salazar,19,Male,2.112544319,108,80,52,84,TRUE,Low
Lauren Shepherd,18,Female,1.525050308,104,46,84,41,TRUE,Low
Benjamin Johnson DDS,37,Female,6.957917581,106,40,45,86,FALSE,High
Philip Buckley,41,Female,5.457150625,91,72,59,51,FALSE,High
Jonathan Howard,18,Female,3.75540841,150,60,62,89,FALSE,Low
Robert Rodriguez,20,Male,6.428407435,122,59,49,91,FALSE,High
Caleb Valdez,44,Female,1.669477206,84,53,73,53,TRUE,Low
Vicki Brown,32,Female,3.28788338,129,48,92,44,TRUE,Low
David Curtis,35,Female,5.42009472,95,94,65,92,TRUE,High
Jo Clark,41,Male,7.326717507,96,66,61,52,FALSE,High
Russell Johnson,21,Male,2.035640061,97,100,85,75,TRUE,Low
Sylvia Garcia DDS,19,Male,1.48799885,85,76,43,68,TRUE,Low
Samuel Norman,31,Female,5.565565915,102,94,56,77,TRUE,High
David Payne,18,Male,2.37388142,104,62,58,42,TRUE,Low
Michael Mendez,33,Male,6.120265715,100,64,77,65,FALSE,High
Heather Cortez,28,Male,7.377370673,145,55,65,89,FALSE,High
Samuel Smith,27,Female,4.440039021,81,65,58,41,FALSE,Low
Jennifer Anderson,33,Male,1.323633806,136,48,57,42,FALSE,Low
John Curtis,21,Female,4.634848266,138,72,83,42,TRUE,Low
Melissa Willis,29,Male,7.279659011,118,45,62,56,FALSE,High
Kenneth Lee,29,Female,3.991939549,91,69,94,55,TRUE,Low
Diana Crawford,38,Male,7.065122487,122,91,54,45,FALSE,High
Lori Yang,33,Male,9.122022652,150,86,97,48,TRUE,High
Jennifer Lindsey,44,Female,4.092888984,87,77,90,56,TRUE,Low
Drew Johnson,27,Female,1.024950684,117,83,87,73,FALSE,Low
Heather Farrell,31,Female,9.169252046,148,89,50,81,TRUE,High
Stefanie Haley,40,Female,9.595472972,100,45,99,84,TRUE,High
Judy Long,23,Female,9.663558887,126,100,47,87,FALSE,High
Jason James,22,Male,6.212274475,138,40,71,75,FALSE,High
Robert Chang,25,Female,9.667889803,139,53,76,50,FALSE,High
Summer Ford,29,Male,2.388543506,125,99,56,78,TRUE,Low
Kara Scott,31,Female,8.038657748,103,86,66,100,FALSE,High
David Ramirez,43,Female,3.881199707,84,79,40,97,TRUE,Low
Matthew Baker,21,Male,5.97968026,97,52,100,68,TRUE,High
Kim Rich,22,Female,3.955519583,115,50,81,89,TRUE,Low
Michelle Vaughn,29,Female,2.536747904,145,52,49,80,TRUE,Low
Mindy Benson,29,Female,2.244270208,121,53,63,61,FALSE,Low
Theresa Garner,33,Female,7.892359159,94,90,87,55,TRUE,High
Lisa Hogan,39,Female,9.644454256,87,50,48,90,FALSE,High
Benjamin Barnes,42,Female,3.420478648,149,58,42,47,TRUE,Low
Cynthia Villarreal,22,Female,6.113416222,130,40,94,64,TRUE,High
Eddie Sparks,22,Female,3.98846907,123,47,77,70,TRUE,Low
Brandon Harris,34,Male,9.407700479,99,99,45,84,TRUE,High
Stacey Brown,43,Female,3.116462841,96,82,87,91,FALSE,Low
Anthony Hartman,35,Female,9.024505989,119,48,64,63,TRUE,High
Nicolas Townsend,20,Female,3.133323496,93,51,75,77,FALSE,Low
Kelsey Collins,18,Female,2.6827588,112,46,90,97,TRUE,Low
Robert Snyder,35,Female,6.34846021,114,44,76,53,TRUE,High
Amy Terry,41,Female,2.530480167,85,53,66,47,TRUE,Low
Allison Hernandez,28,Male,8.516856292,80,92,49,76,FALSE,High
Shane Williams,30,Female,8.206924339,110,63,95,78,FALSE,High
Joshua Grant,34,Male,8.563722921,94,98,51,73,TRUE,High
Lawrence Brown,25,Male,3.947196474,123,77,100,43,TRUE,Low
Leroy Richardson,35,Female,2.063202607,87,40,95,81,FALSE,Low
Diana Anderson,22,Female,6.362089794,89,46,77,97,FALSE,High
William Roberts,38,Male,2.228561011,104,58,86,46,FALSE,Low
Amy Jacobs,35,Female,3.326132284,97,95,92,68,TRUE,Low
Mrs. Lisa Johnson,41,Female,8.563144638,107,84,62,42,FALSE,High
Taylor Jones,37,Female,2.52055043,137,93,64,77,TRUE,Low
Julie Simmons,44,Female,6.573221999,134,94,69,64,FALSE,High
Jesus Potter,27,Male,9.999924808,139,58,66,78,TRUE,High
Desiree Mason DDS,31,Male,7.975089656,132,85,91,89,TRUE,High
Robert Chavez,36,Male,9.014717247,133,49,60,96,FALSE,High
Brandon Blair,41,Male,5.33979884,80,51,73,67,TRUE,High
Mariah Walters,27,Female,7.355205732,142,74,100,59,FALSE,High
Mr. Shawn Thompson DDS,38,Female,1.570375005,125,100,62,42,TRUE,Low
Carolyn Garcia,22,Female,4.662852205,125,65,42,91,TRUE,Low
Erika Chavez,27,Female,8.262440977,104,100,96,87,FALSE,High
Tammy Whitehead,34,Female,8.651175794,141,46,58,61,FALSE,High
Matthew Griffin,21,Female,8.830612775,95,83,84,58,TRUE,High
Ricky Osborne,41,Female,8.381336059,93,79,98,70,FALSE,High
Christopher Rodriguez,42,Female,4.637894948,105,48,91,82,FALSE,Low
Abigail Smith,28,Male,9.498079237,131,75,42,66,TRUE,High
Emily Reid,23,Male,8.360960418,97,53,94,45,TRUE,High
George Barr,31,Female,6.810819776,130,56,62,47,TRUE,High
Gregory Wright,26,Male,9.649946241,128,50,99,100,FALSE,High
Hannah Baker,37,Male,4.430833491,130,60,65,54,FALSE,Low
Stephanie Gibbs,30,Female,4.897342314,126,64,95,62,TRUE,Low
Logan Barber,45,Male,6.387350711,82,48,82,48,FALSE,High
Tonya Clark,29,Female,5.215055376,126,92,85,62,FALSE,High
Laura Jimenez,26,Male,3.217138813,98,82,98,91,TRUE,Low
Troy Blackburn,41,Male,8.23427806,114,90,53,46,FALSE,High
Angela Sanders,39,Male,3.765576374,140,43,49,63,TRUE,Low
Christine Leonard,28,Female,7.157600759,150,63,47,57,FALSE,High
Leonard Smith,18,Male,4.937439365,114,96,57,78,TRUE,Low
Amy Mann,35,Female,6.58240471,97,60,84,94,FALSE,High
John Nielsen,42,Female,1.815188874,121,48,79,92,FALSE,Low
Erica Brewer,23,Female,6.822597215,87,58,43,84,TRUE,High
Daniel Duffy,40,Male,5.823330616,88,75,83,96,FALSE,High
Daniel Hutchinson,18,Female,1.572331169,113,49,56,51,TRUE,Low
David Nelson DDS,28,Female,3.468295673,90,92,62,74,TRUE,Low
Karina Mcintosh,30,Male,2.401994575,92,77,48,41,TRUE,Low
Jeremiah Patterson,44,Male,6.420362626,101,88,99,79,TRUE,High
Elizabeth Clark,36,Female,9.298203911,89,59,50,41,FALSE,High
Andrew Ali,38,Male,4.119397141,87,43,55,72,TRUE,Low
Jennifer Edwards,39,Female,7.057950508,97,40,45,57,TRUE,High
Jillian Benjamin,37,Female,4.341568125,96,76,76,83,TRUE,Low
Ryan Lawson,24,Female,1.982889033,109,99,56,54,TRUE,Low
Anthony Harris,36,Female,3.635631265,107,100,100,70,TRUE,Low
Sarah Smith,30,Female,7.624912569,80,53,96,97,FALSE,High
Alice Carter,27,Male,9.277222639,132,46,92,80,FALSE,High
Darrell Henderson DDS,28,Female,4.741325605,81,51,66,70,TRUE,Low
Amber Wood,41,Male,8.841157907,107,86,78,86,FALSE,High
Alexander Howard,19,Female,6.181066256,92,66,60,43,FALSE,High
Joshua Parrish,45,Male,2.474425946,84,65,43,100,TRUE,Low
Thomas Evans,29,Female,7.389164414,120,80,97,53,TRUE,High
Becky Ellis,26,Female,5.622071463,92,88,41,80,TRUE,High
Mr. Brady Smith,25,Male,9.696402743,106,46,85,81,TRUE,High
Gina Chandler,36,Female,5.497252714,92,97,60,55,TRUE,High
Andrew Smith,38,Female,8.961202126,89,72,55,50,TRUE,High
Megan Alvarez,30,Female,5.912622255,133,98,67,44,FALSE,High
Danny Flores DDS,27,Male,7.190137128,131,41,88,89,TRUE,High
Samuel Phelps,30,Male,3.933126425,136,76,60,73,TRUE,Low
Dawn Fowler,21,Male,9.425550435,107,47,78,63,FALSE,High
Kathleen Harvey,21,Male,6.303217651,121,57,86,91,FALSE,High
Kimberly Goodwin,32,Female,9.828386216,86,67,65,69,FALSE,High
John Stone,28,Male,7.071884732,137,64,99,61,FALSE,High
Aaron Carrillo,33,Male,8.599118786,103,86,52,87,FALSE,High
Linda Montgomery,37,Female,6.180468528,118,78,82,83,TRUE,High
Joseph Maldonado,31,Male,4.136281401,150,66,88,57,TRUE,Low
Jeremiah Cantu,36,Female,8.830894389,103,87,82,63,FALSE,High
George Smith,32,Male,6.704605062,132,45,100,52,TRUE,High
Michael Young,44,Female,7.574370231,116,64,71,74,FALSE,High
Matthew Martinez,33,Female,6.918279222,143,81,75,90,TRUE,High
Cynthia Davis,44,Male,1.745500222,140,74,82,84,FALSE,Low
Renee Williams,41,Male,2.302114953,112,78,47,42,FALSE,Low
Joshua Martinez,32,Female,7.269696061,97,66,55,79,TRUE,High
Michael Price,35,Male,5.65076533,104,83,100,90,FALSE,High
David Cruz,18,Female,1.028666209,87,99,59,75,FALSE,Low
Amy Petty,24,Female,5.304691366,123,41,63,99,TRUE,High
David Wright,20,Female,8.053941114,104,74,47,50,FALSE,High
Jeremy Carr,40,Male,5.119728503,113,81,72,95,FALSE,High
Elizabeth Palmer,43,Female,6.725632218,100,75,51,47,FALSE,High
Mary Hatfield,41,Female,7.938441851,133,75,59,91,FALSE,High
Shannon Wagner,43,Female,5.542765279,80,79,71,65,FALSE,High
Jeffrey Brown,21,Female,3.66039865,130,75,88,96,TRUE,Low
Jason Park,37,Female,9.268164527,98,92,74,43,TRUE,High
Thomas Garza,28,Female,2.317281219,124,56,70,92,TRUE,Low
Hannah Wood,29,Male,8.043132523,123,78,88,67,TRUE,High
Joseph Terrell,25,Male,3.085351708,85,91,40,82,FALSE,Low
Hannah Taylor,39,Male,9.417093522,88,88,99,55,FALSE,High
Cheryl Carr,25,Male,1.643023643,145,50,87,75,FALSE,Low
Marc Jackson,30,Male,5.83495372,88,41,56,45,TRUE,High
Stefanie Bell,33,Male,6.558764428,100,83,41,54,TRUE,High
Kevin Larson,29,Female,1.834285635,119,54,75,77,FALSE,Low
David Reeves,37,Male,9.335444714,134,41,63,72,FALSE,High
Tanya Hill,38,Female,8.490715338,89,63,87,45,TRUE,High
Miguel Rogers,39,Male,8.437741042,145,98,49,70,TRUE,High
Penny Fischer,40,Female,9.297569224,107,59,74,65,TRUE,High
Adam Wiley,36,Male,2.175836518,105,60,84,99,FALSE,Low
Jeffrey Cabrera,29,Male,1.2411909,95,48,50,82,FALSE,Low
Veronica Cook,42,Male,7.675489693,138,99,45,47,TRUE,High
Jennifer Gonzalez,45,Female,6.347396983,131,57,67,61,FALSE,High
Carlos Wall,22,Male,9.233841915,106,76,57,55,TRUE,High
Tanya Smith,45,Male,4.876469947,94,43,77,59,TRUE,Low
Bobby Dunlap,29,Male,6.847313321,120,92,58,69,TRUE,High
Walter Hill,34,Female,6.543026718,137,76,96,76,TRUE,High
Joseph Taylor,19,Male,8.091322408,88,65,84,55,TRUE,High
Omar Watts,36,Female,6.473064354,126,53,65,87,TRUE,High
Kristy Freeman,45,Male,4.877642235,114,52,59,92,FALSE,Low
Paul Lambert,38,Male,2.724542338,80,69,90,59,FALSE,Low
Yesenia Walter,20,Male,7.559254237,123,78,59,53,TRUE,High
James Baker,23,Male,4.880381239,95,81,41,47,FALSE,Low
Marc Wallace,33,Female,6.697330993,87,88,91,73,FALSE,High
Nicholas Davis,35,Male,8.020029655,143,64,77,90,FALSE,High
Cynthia Boyd,40,Female,8.351941836,122,58,45,78,TRUE,High
Kelly Callahan,30,Female,6.226171015,134,67,50,98,FALSE,High
Christopher Johnston,34,Female,5.780821324,146,98,85,88,FALSE,High
Karen Warren,21,Female,9.265840557,118,41,72,79,FALSE,High
George Roy,40,Male,9.343482102,111,64,88,91,FALSE,High
Kevin King,26,Male,2.580891871,134,64,88,52,TRUE,Low
Monique Solis,30,Male,2.405086452,143,93,41,47,TRUE,Low
Melissa Chapman,38,Female,7.417042673,123,75,43,88,FALSE,High
Benjamin Smith,36,Male,8.72286384,87,77,81,70,TRUE,High
Brianna Buchanan,45,Female,7.307481779,102,41,79,51,FALSE,High
Zachary Spence,37,Male,1.461717667,115,84,55,71,TRUE,Low
David Moreno,42,Female,7.637376122,89,64,90,63,TRUE,High
James Martinez,40,Male,9.424813948,81,46,82,71,TRUE,High
Darryl Rodriguez,18,Male,5.35222087,95,45,73,82,FALSE,High
Michael Morris,36,Female,4.674942484,91,90,44,72,FALSE,Low
Ruth Moran,45,Male,1.871893505,130,79,71,65,FALSE,Low
Madison Moody,45,Female,4.447618675,115,73,76,65,TRUE,Low
Kristen Prince,33,Male,8.778179127,142,91,90,51,TRUE,High
Victoria Sanchez,28,Male,9.690113228,98,85,96,59,TRUE,High
Erica Flores,40,Male,8.454403406,112,58,49,49,TRUE,High
Christopher Mora,41,Female,1.290792381,85,54,57,74,FALSE,Low
Dr. Laura Costa,19,Male,5.507187812,136,42,93,81,FALSE,High
Curtis Brown,26,Male,4.593390793,130,90,40,63,FALSE,Low
Rebekah Jordan,36,Female,4.438074871,137,71,100,72,TRUE,Low
Ms. Julie Adams,38,Female,2.261087052,121,77,62,55,FALSE,Low
Sierra Mccormick,42,Male,5.380825898,99,76,65,40,TRUE,High
Mary Russo,29,Male,4.417905227,148,79,45,92,TRUE,Low
Lori Alvarez,40,Female,8.02041334,111,92,53,80,TRUE,High
Taylor Hanson,42,Female,3.330949857,141,90,86,46,TRUE,Low
Melvin Nichols,24,Male,1.472505669,137,65,83,41,TRUE,Low
William Garrett,23,Male,8.682430266,132,87,81,79,FALSE,High
Amber Richardson,21,Male,8.042180458,87,54,45,47,TRUE,High
Leonard Hunter,37,Male,5.958704463,110,51,40,57,FALSE,High
Justin Gomez,39,Male,5.079318525,113,94,74,75,TRUE,High
Janet Mosley,34,Male,3.356284402,86,77,58,54,FALSE,Low
Lisa Brown,43,Male,5.09441546,102,87,59,84,FALSE,High
Steven Rogers,40,Female,7.058814126,123,98,81,52,TRUE,High
Ryan Davis,34,Male,9.992323646,133,91,54,54,FALSE,High
Tina Williams,26,Male,5.116968951,89,41,51,90,TRUE,High
Jennifer Hughes,30,Male,5.18447285,130,83,73,84,FALSE,High
Jody Chapman,23,Female,1.763451762,149,74,98,90,FALSE,Low
Adam Tucker,22,Female,5.617909087,93,90,59,60,FALSE,High
John Carr,38,Male,5.431245436,91,96,77,90,TRUE,High
Jose Miller,43,Male,9.498621089,139,88,90,78,TRUE,High
Theresa Miller,42,Male,2.735060614,111,44,69,56,TRUE,Low
Kiara Cannon,22,Female,6.326826182,90,73,84,50,TRUE,High
Brianna Browning,29,Female,1.866894756,121,70,41,78,TRUE,Low
Stephen Jackson,44,Male,5.563842722,103,91,96,71,TRUE,High
Alejandra Harrell,22,Male,6.743001144,90,94,52,87,TRUE,High
Steven Cooper,44,Female,7.406919324,148,65,52,65,FALSE,High
Mia Mcneil,40,Male,3.098516808,102,44,78,50,TRUE,Low
Arthur Leon,22,Female,1.338569024,89,64,85,40,FALSE,Low
Jill Mccoy,42,Male,3.773224227,93,40,71,85,TRUE,Low
Peter Jones,39,Female,8.93605857,87,41,83,87,TRUE,High
Scott Gonzales,34,Male,5.481173279,99,68,90,90,TRUE,High
Wendy Jacobs MD,29,Female,3.267467784,123,69,72,45,TRUE,Low
Bill Braun,23,Female,9.30331943,150,46,96,100,FALSE,High
Taylor Jarvis,41,Male,6.412447534,89,55,84,40,TRUE,High
Debbie Watson,35,Male,9.854851172,125,75,90,57,TRUE,High
Carly Shea,45,Female,5.386699813,147,42,78,90,TRUE,High
Jacob Estrada,37,Male,9.367822988,105,40,47,83,FALSE,High
Jordan Robertson,30,Female,3.712441094,106,67,71,80,TRUE,Low
Shannon Turner,27,Female,2.62327397,122,49,89,41,TRUE,Low
Angelica Walker,27,Male,9.190755943,132,89,96,49,FALSE,High
Gabriel Stevens,37,Male,2.438488744,95,56,77,49,FALSE,Low
Karen Jones,41,Male,4.014244352,93,75,88,91,FALSE,Low
Matthew Smith,28,Female,8.667981761,130,84,93,82,FALSE,High
Erica Chan,39,Male,1.506388957,129,56,87,58,FALSE,Low
Jason Woods,44,Female,4.274373967,98,60,86,91,TRUE,Low
Jill Ramirez,19,Male,6.53204376,97,49,49,50,FALSE,High
Greg Woods,43,Male,5.472951036,120,45,95,100,FALSE,High
James Zavala PhD,33,Female,3.656176453,133,78,68,61,TRUE,Low
Jennifer Garcia,30,Female,9.934354498,120,49,77,62,TRUE,High
Angel Yoder,40,Male,5.665999646,115,56,67,58,TRUE,High
Sarah Richardson,26,Male,8.024154242,121,56,75,100,FALSE,High
Rebecca Woodard,34,Female,3.496801816,140,41,52,42,TRUE,Low
Christopher Moreno,43,Female,6.043806278,93,82,48,79,TRUE,High
Charles Ward MD,19,Female,1.071790205,138,61,78,43,FALSE,Low
Kimberly Morse,28,Male,1.436833908,137,53,82,90,TRUE,Low
Jessica Ferguson,18,Male,6.171633287,129,47,76,68,FALSE,High
Elizabeth Conrad,25,Female,4.727952165,108,46,79,66,TRUE,Low
Christopher Nguyen,37,Female,9.039676797,130,92,70,44,FALSE,High
Rodney Rodriguez,30,Female,6.184955006,107,81,90,88,TRUE,High
Kayla Cain,32,Female,9.233490368,82,83,54,74,TRUE,High
Heather Wilson,34,Male,8.557199429,104,60,48,64,FALSE,High
Daniel Spencer,41,Male,1.847401573,87,49,77,79,FALSE,Low
Taylor Bonilla,27,Male,9.781134611,111,57,64,47,TRUE,High
David Gomez,43,Female,1.116626933,112,83,80,78,TRUE,Low
Teresa Smith,23,Male,1.088098655,119,87,51,40,FALSE,Low
Erik Gibson,43,Female,1.44184597,81,97,53,93,FALSE,Low
Sandra Keller,21,Female,2.221982981,123,97,92,73,TRUE,Low
Lydia Adams,27,Male,2.841367233,142,45,72,99,TRUE,Low
Jessica Jones,34,Male,6.092062433,138,63,92,42,FALSE,High
Christopher Roy,37,Female,1.837644603,131,85,62,69,TRUE,Low
Troy Koch,31,Male,3.118331774,120,72,82,41,FALSE,Low
Abigail Kelley,18,Female,1.538605678,119,87,97,89,FALSE,Low
Wendy Blackwell,19,Male,3.926143819,108,41,72,46,TRUE,Low
Jeffery Walsh,34,Female,8.701189649,128,57,58,56,FALSE,High
Brenda Tapia,23,Female,2.491839254,81,75,52,82,FALSE,Low
Jamie Matthews,42,Female,2.896982954,149,42,43,40,FALSE,Low
Barbara Cox,21,Male,5.673213981,106,74,65,75,TRUE,High
Kevin Estes,40,Male,3.354896661,117,100,45,77,FALSE,Low
Jennifer Murphy,22,Female,2.766156336,104,92,75,82,FALSE,Low
Benjamin Kline,40,Male,3.221597111,80,94,88,91,FALSE,Low
Nicole Walsh,38,Female,3.486150338,115,88,42,61,FALSE,Low
Kelli Lewis,18,Female,9.911909135,134,42,100,50,FALSE,High
Justin Higgins,18,Female,1.083395521,129,94,82,100,FALSE,Low
Derek Vega,33,Male,3.453460451,80,66,96,63,FALSE,Low
Micheal Hernandez,39,Male,2.297204434,129,41,57,51,FALSE,Low
Julie Rhodes,42,Male,4.668420895,84,44,89,58,TRUE,Low
Tyler French,27,Female,9.4777253,94,52,85,98,TRUE,High
Randall Swanson,34,Female,8.4280971,126,55,54,69,FALSE,High
Briana Barnes,19,Male,5.637609821,98,52,40,65,TRUE,High
Frank Ferrell,28,Male,5.827436479,140,64,56,94,TRUE,High
Mary Wolf,41,Female,9.186766876,136,92,95,49,FALSE,High
Taylor Howe MD,19,Female,2.816289212,113,67,93,69,TRUE,Low
Jason Hernandez,32,Female,4.828769812,97,59,44,88,TRUE,Low
Mrs. Paige Hammond,37,Female,2.994285724,114,87,68,75,TRUE,Low
Edward Fisher,42,Female,1.017329114,99,64,49,99,FALSE,Low
Justin Fischer,39,Female,9.724131989,119,61,87,60,TRUE,High
Kyle Harrison,30,Female,6.953237341,81,82,65,100,FALSE,High
George Hunt,20,Female,2.33450165,133,52,41,93,TRUE,Low
Jeffrey Hawkins,21,Male,6.27292832,109,59,92,85,TRUE,High
Mr. Manuel Pham,23,Female,5.019681438,144,49,68,45,TRUE,High
Penny Thompson,19,Male,6.224565185,129,79,60,75,TRUE,High
Rhonda Young,39,Female,7.016381601,110,45,85,69,TRUE,High
Darrell Smith DDS,28,Female,5.798114389,143,51,69,40,TRUE,High
Natalie Castro,37,Male,8.583457147,108,82,100,49,FALSE,High
Amy Key,41,Male,3.151652338,125,72,82,67,TRUE,Low
Nicholas Mendez,38,Female,1.800455839,112,87,58,49,TRUE,Low
Cynthia Burke,27,Male,4.800648777,120,81,83,73,FALSE,Low
Dr. Emily Delgado,37,Male,5.435815558,129,79,50,88,TRUE,High
James Harvey Jr.,25,Male,4.548223828,115,49,45,99,FALSE,Low
Mrs. Michelle Mcintosh,44,Male,9.379830682,90,55,42,85,FALSE,High
Robert Rodriguez,23,Female,4.775436251,99,42,64,90,TRUE,Low
Brandi Martinez,18,Female,1.004702023,83,67,54,57,FALSE,Low
Christopher Singh,20,Male,1.855330033,91,44,57,42,FALSE,Low
Stephanie Martinez,39,Male,2.819911199,108,96,40,62,TRUE,Low
Jesus Hensley DDS,40,Male,2.510814804,82,68,44,63,FALSE,Low
Angel Harrington,43,Female,7.938697236,132,68,63,40,FALSE,High
Wendy Ramirez,37,Male,8.018166882,113,63,47,60,TRUE,High
Kristina Archer,25,Female,4.30741854,115,83,95,81,FALSE,Low
Kevin Saunders,32,Male,7.996835865,127,65,82,52,TRUE,High
Jacob Smith,28,Female,6.161636465,119,100,78,56,FALSE,High
Elizabeth Young,24,Female,8.135705961,115,40,93,74,FALSE,High
Ian Hobbs,25,Female,6.076021652,121,43,58,98,FALSE,High
Paul Small,20,Male,9.78693931,118,43,49,49,TRUE,High
David Williams,35,Male,3.139423046,101,53,50,78,TRUE,Low
Cynthia Barker,28,Female,9.114146522,127,45,94,68,FALSE,High
Jacob Hart,31,Female,6.253607023,135,74,75,52,FALSE,High
Tyler Sweeney,39,Female,6.952372387,135,42,45,99,FALSE,High
Joshua Rogers,30,Male,5.600680876,128,83,50,58,TRUE,High
Curtis Lang,32,Female,9.904322781,132,91,53,52,FALSE,High
Christopher Hayes,42,Male,3.759558046,104,40,92,58,FALSE,Low
Christy Cunningham,34,Male,9.241296516,141,60,78,44,FALSE,High
Katherine Morris,45,Female,5.936247988,132,94,54,87,TRUE,High
Nicole Stanley,28,Male,5.892574518,143,55,98,78,TRUE,High
David Schultz,23,Female,4.337588515,94,42,69,80,TRUE,Low
James Love,34,Female,1.597112164,96,93,82,76,TRUE,Low
Mark Whitney,36,Male,3.304596145,141,93,70,53,TRUE,Low
Matthew Roman,24,Male,3.823561678,143,65,65,73,TRUE,Low
Joanna Travis,36,Female,6.353756424,140,85,76,87,FALSE,High
Karen Duncan,45,Male,7.452539904,91,86,57,79,TRUE,High
Angela Williams,25,Male,9.876688497,120,66,91,40,TRUE,High
Charles Nelson,25,Female,9.754236773,129,92,85,98,FALSE,High
Tiffany Rollins,32,Female,9.091466568,124,42,94,85,TRUE,High
Julia Pace,36,Female,8.00856533,137,80,70,82,FALSE,High
Carol Contreras,33,Female,1.408827682,101,96,84,44,TRUE,Low
Charles Fuller,25,Male,3.828408885,139,46,98,84,FALSE,Low
Justin Cunningham,34,Female,2.935414074,110,91,62,72,TRUE,Low
Alexis Larson,44,Male,2.875209789,117,66,65,83,TRUE,Low
Alexis Ellison,19,Male,9.029675884,111,99,64,63,FALSE,High
Roy Wilson,20,Male,9.039391998,148,81,83,91,FALSE,High
John Walker,39,Female,7.565624229,96,61,45,71,FALSE,High
Cynthia Smith,39,Male,3.916076499,149,98,81,100,FALSE,Low
Patricia Thompson,33,Male,4.210349653,140,88,100,52,FALSE,Low
Daniel Costa,41,Female,4.72379665,92,74,76,69,FALSE,Low
Annette Arroyo,33,Female,5.486599784,93,62,53,47,TRUE,High
